Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Sektor,Sistem Penjualan,Tingkat Pesaing Usaha,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit,Sasaran Produk
Dagang Kelontongan,51.5,18.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,10.0,40.0,5.0,0.0
Dagang Pulsa,94.0,60.0,2,Perdagangan dan Perawatan Kendaraan,3.0,0.0,0.4,10.0,,7.0,0.0
Dagang Tanaman Hias,88.0,168.0,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,10.0,42.0,3.0,0.0
Dagang HP dan Asesoris HP,27.9,122.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,45.0,5.0,0.0
Dagang Tanaman Hias,45.75,144.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,26.0,5.0,2.0
WARUNG,39.0,55.2,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,10.0,8.0,4.0,0.0
WARUNG SEMBAKO,54.0,81.6,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,5.0,50.0,4.0,0.0
PERDAGANGAN,38.0,72.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,5.0,35.0,4.0,0.0
Dagang Tanaman Hias,68.0,291.0,4,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.3,0.0,60.0,2.0,3.0
Pedagang Kaki Lima,72.2,72.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,10.0,68.0,5.0,1.0
JUAL SEMBAKO,56.0,93.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,7.0,0.0,4.0,2.0
Toko Mulia Jaya,590.0,2.9,2,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.25,0.0,350.0,8.0,0.0
Dagang Campuran,1.015,3.51,4,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.3,0.0,680.0,7.0,1.0
Bengkel Motor,30.0,60.0,0,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,4.0,7.0,3.0,1.0
Kopi Bubuk,56.0,162.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,4.0,50.0,7.0,1.0
Pembuatan Kacang,66.0,72.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,,60.0,8.0,0.0
Counter HP Dan Pulsa,117.0,204.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,4.0,100.0,9.0,1.0
Warung Manisan,14.0,156.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.15,,60.0,4.0,1.0
Dagang Manisan Eceran,84.15,72.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,,50.0,4.0,0.0
Dagang Rokok,105.0,36.0,1,Perdagangan dan Perawatan Kendaraan,3.0,2.0,0.2,5.0,75.0,4.0,0.0
Warung Manisan,30.0,48.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,,25.0,4.0,0.0
Counter HP,195.0,204.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,10.0,106.0,8.0,2.0
Tambal Ban,66.5,25.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,,50.0,4.0,0.0
Toko Klontongan,68.0,54.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,,60.0,4.0,0.0
Dagang Campuran,30.0,72.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,0.0,25.0,5.0,0.0
Dagang Campuran,2.0,4.865,10,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.3,0.0,,10.0,0.0
Toko Serba Ada,1.597,4.95,14,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.3,0.0,250.0,11.0,0.0
Salon,55.55,120.0,4,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,8.0,50.0,6.0,0.0
Toko Manisan Sumber Rizki,595.6,240.0,2,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.25,9.0,750.0,7.0,1.0
Dagang Koran,53.0,996.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,5.0,62.0,5.0,0.0
Dagang Udang,73.8,1.17,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.25,10.0,70.0,4.0,0.0
Dagang Ikan Asin,8.5,126.0,1,Perdagangan dan Perawatan Kendaraan,3.0,1.0,0.15,10.0,80.0,5.0,0.0
Pedagang Kerajinan,240.0,240.0,5,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,0.0,200.0,5.0,3.0
Pedagang Sembako,305.0,600.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.25,0.0,260.0,5.0,0.0
Toko,3.25,25.8,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,5.0,8.0,5.0,0.0
Dagang Kelapa,102.05,351.2,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,10.0,100.0,4.0,0.0
Dagang Sayur Mayur,51.2,381.0,1,Perdagangan dan Perawatan Kendaraan,2.0,2.0,0.2,0.0,40.0,3.0,0.0
Dagang Tanaman Hias,35.8,72.0,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.98,10.0,0.0,3.0,3.0
Pedagang Pecah Belah,105.0,60.0,1,Perdagangan dan Perawatan Kendaraan,3.0,1.0,0.25,10.0,100.0,3.0,0.0
Dagang Sembako,75.0,720.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,500.0,4.0,0.0
Dagang Pakaian,75.75,210.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,10.0,298.0,6.0,0.0
Dagang Pakaian,74.0,108.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,8.0,240.0,5.0,1.0
Dagang Jamu,231.4,54.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.17,10.0,198.0,6.0,0.0
Dagang Jamu,248.0,52.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,5.0,238.0,7.0,0.0
Dagang Ayam Potong,431.0,420.0,4,Perdagangan dan Perawatan Kendaraan,3.0,2.0,0.2,0.0,160.0,7.0,0.0
Dagang Bunga Dan Buah,267.0,55.0,5,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.2,5.0,456.0,6.0,0.0
Dagang Ukir Batu Nisan,7.25,96.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,60.0,6.0,1.0
Dagang Buah-Buahan,8.2,152.0,3,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.25,10.0,50.0,5.0,0.0
Dagang Keranjang Sampah,166.0,240.0,3,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.25,0.0,200.0,4.0,3.0
Dagang Sandal,88.0,33.5,1,Perdagangan dan Perawatan Kendaraan,2.0,2.0,0.1,10.0,75.0,4.0,2.0
Jual Pulsa,22.0,30.0,0,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.15,5.0,8.0,3.0,1.0
Warung,145.0,48.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.2,,125.0,3.0,1.0
Jual Pulsa,22.0,48.0,0,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.05,4.0,50.0,4.0,0.0
Fotocopy,88.0,84.0,3,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,9.0,50.0,4.0,0.0
Foto Copy,127.0,72.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,0.0,75.0,4.0,0.0
Pulsa,110.0,36.0,0,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,9.0,75.0,3.0,0.0
Kue Tart,71.0,40.0,0,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,9.0,40.0,4.0,0.0
Lukisan,14.5,21.75,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,,8.0,4.0,2.0
Kerajinan Rotan,13.5,10.8,0,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,4.0,40.0,4.0,0.0
Nasi Uduk,2.0,4.5,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.5,2.0,500.0,4.0,0.0
Toko ATK,0.0,0.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,0.0,6.0,5.0,2.0
Jasa Bengkel,0.0,0.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,5.0,11.0,4.0,1.0
Warung Sembako,0.0,0.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,0.0,52.0,7.0,1.0
Obat-Obatan,0.0,0.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.0,5.0,14.0,5.0,1.0
Warung Makan,0.0,0.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,10.0,8.0,6.0,1.0
Sembako,0.0,0.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.0,0.0,100.0,6.0,0.0
Pakaian Anak-Anak,0.0,0.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.0,10.0,360.0,11.0,1.0
Minuman Kopi,0.0,0.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,0.0,0.0,4.0,1.0
Dagang Lukisan,396.1,38.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.9,5.0,187.0,7.0,3.0
Dagang  Makanan Ternak dan Obat-obatan Ternak,178.0,0.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,0.0,412.0,,0.0
Dagang Kalung,326.0,23.0,1,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,2.0,300.0,5.0,2.0
Perabot,70.5,52.0,5,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,8.0,50.0,5.0,0.0
Kue Sapik ,413.3,23.8,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,5.0,402.0,5.0,1.0
Dagang Rempah Rempah,70.0,373.12,2,Perdagangan dan Perawatan Kendaraan,3.0,0.0,0.3,10.0,7.0,6.0,0.0
Toko Pracangan,74.2,186.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,0.0,0.0,,1.0
Rumah Makan,33.0,176.0,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.0,0.0,0.0,,1.0
Bengkel Sepeda Motor,131.0,117.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,2.0,86.0,7.0,1.0
Perdagangan Tanaman Hias,438.0,360.0,10,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,10.0,207.0,6.0,1.0
Dagang Sembako,422.0,2.43,5,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,0.0,380.0,7.0,0.0
Dagang Sembako,99.75,360.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.03,10.0,6.0,5.0,0.0
Dagang Barang-barang Plastik,92.5,384.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,0.0,100.0,5.0,0.0
Dagang Kelontong,194.5,48.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.2,10.0,174.0,6.0,0.0
Dagang Kelontong,324.5,144.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,262.0,5.0,0.0
Dagang Voucher Handphone,559.65,84.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.3,5.0,512.0,5.0,0.0
Dagang Voucher Handphone,258.7,72.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,10.0,286.0,4.0,0.0
Toko Kebutuhan Sehari-hari,145.0,415.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.15,8.0,0.0,6.0,0.0
Kerupuk Nasi,31.5,48.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.25,7.0,25.0,1.0,0.0
Penjualan Suku Cadang Motor,84.8,320.0,3,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.4,2.0,75.0,4.0,1.0
Sulaman Izuzi Indah,85.0,134.0,7,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,10.0,77.0,6.0,1.0
Dagang Voucher dan Handphone,271.5,120.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.2,10.0,212.0,4.0,0.0
Dagang Voucher dan Handphone,66.5,176.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,10.0,212.0,4.0,0.0
Dagang Voucher  Handphone,148.0,95.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.3,5.0,536.0,7.0,0.0
Dagang Kelontong,100.0,960.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,9.0,277.0,6.0,0.0
Menjual Pulsa,12.0,103.5,0,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.12,10.0,40.0,7.0,0.0
Menjual Acsesoris,60.1,270.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.25,5.0,10.0,5.0,1.0
Sembako,91.0,243.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,10.0,5.0,0.0
Sembako,143.0,24.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,10.0,50.0,4.0,1.0
Sembako,71.0,40.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,10.0,35.0,3.0,1.0
Dagang Barang Kerajinan,34.0,312.0,1,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.05,10.0,12.0,4.0,2.0
Dagang Tedung,190.0,184.0,1,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,0.0,200.0,5.0,2.0
Dagang Barang Kerajinan,178.0,12.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,5.0,0.0,3.0,2.0
Dagang Palen-Palen,220.0,60.0,1,Perdagangan dan Perawatan Kendaraan,3.0,0.0,0.02,1.0,0.0,3.0,0.0
Dagang Barang Kerajinan,22.0,26.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,3.0,0.0,2.0,0.0
Dagang Tas,28.0,84.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,0.0,3.0,0.0
Dagang Lukisan,36.0,30.0,1,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,10.0,0.0,2.0,3.0
Dagang Krey,188.82,145.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,10.0,12.0,3.0,3.0
Sembako & Air Galon ,424.0,502.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,361.0,7.0,0.0
Dagang BBM,218.0,178.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,190.0,8.0,0.0
Jasa Bengkel Mobil,722.0,175.0,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,0.0,625.0,8.0,2.0
Sembako,50.0,27.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.06,10.0,40.0,3.0,1.0
Dagang Krey,39.5,141.0,3,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,5.0,0.0,3.0,3.0
Dagang Pakaian,35.0,176.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,0.0,3.0,0.0
Dagang Barang Kerajinan,545.0,730.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,0.0,0.0,2.0,3.0
Dagang Krey,44.69,165.0,2,Perdagangan dan Perawatan Kendaraan,2.0,2.0,0.1,10.0,9.0,3.0,3.0
Dagang Lampu,40.0,156.0,1,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,0.0,20.0,2.0,3.0
Dagang Lampu,56.0,882.0,4,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,10.0,17.0,2.0,3.0
Dagang Pakaian,20.0,192.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.05,5.0,6.0,3.0,0.0
Dagang Barang Kerajinan,52.0,81.0,1,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,10.0,0.0,3.0,3.0
Dagang Tedung,22.5,18.0,1,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,2.0,0.0,3.0,3.0
Dagang Pakaian,28.0,120.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,10.0,12.0,3.0,0.0
Dagang Makanan dan Minuman,46.0,222.0,6,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,10.0,8.0,6.0,0.0
Dagang Sembako,164.0,177.5,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,10.0,85.0,4.0,0.0
Dagang Pakaian,16.6,89.5,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.02,10.0,14.0,3.0,0.0
Dagang Makanan dan Minuman,54.53,55.5,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,50.0,4.0,0.0
Dagang ATK,48.5,70.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,10.0,250.0,4.0,0.0
Dagang Makanan dan Minuman,27.0,82.5,1,Perdagangan dan Perawatan Kendaraan,3.0,1.0,0.1,0.0,85.0,4.0,1.0
Bensin Solar,160.5,18.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.7,2.0,100.0,3.0,1.0
Bensin Dan Solar,241.1,9.6,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.8,5.0,100.0,2.0,1.0
Bensin Dan Solar,103.5,7.2,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,1.0,2.0,40.0,4.0,1.0
Solar Dan Bensin,115.0,18.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.8,3.0,45.0,1.0,1.0
Sembako,45.0,128.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.07,10.0,20.0,4.0,1.0
Dagang Makan dan Minuman,39.0,216.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,5.0,11.0,4.0,0.0
Dagang Dagang Perlengkapan Sembahyang,6.05,102.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,8.0,5.0,0.0
Dagang Pasir,520.0,2.64,11,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,0.0,600.0,7.0,0.0
Dagang Perlengkapan Sembahyang,22.2,50.0,5,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,5.0,0.0,4.0,0.0
Dagang Perlengkapan Sembahyang,10.0,102.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,8.0,5.0,0.0
Dagang Perlengkapan Sembahyang,35.5,60.0,2,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.05,3.0,210.0,6.0,0.0
Dagang Alas Kaki,372.0,292.0,1,Perdagangan dan Perawatan Kendaraan,3.0,0.0,0.1,10.0,0.0,9.0,2.0
Dagang Tas dan Sepatu,434.0,29.0,2,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.3,10.0,200.0,4.0,0.0
KELONTONG,25.0,70.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.7,0.0,100.0,3.0,1.0
TOKO BANGUNAN,360.0,148.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,150.0,4.0,0.0
KELONTONG,177.0,260.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,10.0,150.0,3.0,0.0
KOSMETIK,31.0,17.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.2,10.0,11.0,4.0,0.0
Penjual Gas,16.0,101.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.3,10.0,25.0,4.0,0.0
KELONTONG,25.0,10.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.4,10.0,15.0,4.0,1.0
Toko Klontong,215.0,903.67,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,180.0,6.0,0.0
Toko Klontong,217.0,903.67,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,182.0,6.0,0.0
Depot Jamu,35.0,144.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,20.0,5.0,0.0
Toko Pakaian,36.5,240.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,10.0,4.0,0.0
Dagang Sayuran,265.0,145.23,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,260.0,6.0,0.0
Warung,19.7,72.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,5.0,250.0,,0.0
Dagang Ban Mobil,22.0,222.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.3,0.0,6.0,4.0,2.0
Dagang Ban dan Velg Mobil,120.0,22.66,3,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.3,0.0,110.0,5.0,1.0
Dagang makanan ringan,8.0,35.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,0.0,16.0,4.0,0.0
Dagang Bubur Ayam,7.0,18.33,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.25,8.0,9.0,3.0,0.0
Dagang Voucher HP,110.0,45.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,4.0,310.0,6.0,0.0
Dagang ayam goreng,25.6,108.0,2,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.1,0.0,107.0,5.0,0.0
Dagang gado-gado dan soto,5.0,60.0,1,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,0.0,94.0,5.0,0.0
Dagang bumbu masakan,22.5,132.0,1,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,0.0,34.0,5.0,0.0
Dagang Pelumas dan jasa bengkel,355.87,27.75,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,5.0,10.0,5.0,0.0
Dagang barang kelontong,207.0,58.75,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,0.0,65.0,5.0,0.0
Restoran / Caf,364.0,52.0,5,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,0.0,775.0,5.0,2.0
Dagang Papan Nama,316.25,37.5,4,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,5.0,8.0,4.0,3.0
Dagang Krey,33.4,172.8,2,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,5.0,9.0,4.0,3.0
Dagang Barang Kerajinan,48.0,155.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,5.0,0.0,2.0,3.0
Dagang Tas,88.0,1.2,2,Perdagangan dan Perawatan Kendaraan,2.0,2.0,0.2,5.0,0.0,3.0,3.0
Dagang Patung,52.0,780.0,6,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.2,5.0,0.0,3.0,3.0
Dagang Kap Lampu,12.0,190.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,10.0,13.0,4.0,3.0
Dagang Lukisan,26.5,143.0,4,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,5.0,8.0,4.0,3.0
Dagang Papan Nama,17.0,96.5,1,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,2.0,0.0,3.0,3.0
Dagang Mozaik,20.0,275.0,3,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.2,10.0,10.0,3.0,3.0
Dagang Patung,22.0,170.0,2,Perdagangan dan Perawatan Kendaraan,2.0,0.0,0.1,5.0,0.0,3.0,3.0
Assesoris ,23.0,43.2,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,10.0,25.0,5.0,0.0
Perbengkelan,46.5,216.0,2,Perdagangan dan Perawatan Kendaraan,3.0,2.0,0.3,10.0,28.0,6.0,0.0
Pedagang Baso,50.0,57.6,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,40.0,5.0,0.0
Dagang Pakaian,21.0,60.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.05,5.0,5.0,3.0,1.0
Sembako,10.0,49.2,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,20.0,4.0,1.0
Dagang Pakaian,25.0,60.0,1,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.05,5.0,3.0,4.0,1.0
Warung Nasi,14.0,144.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.1,5.0,25.0,3.0,1.0
SEMBAKO,12.2,27.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,10.0,40.0,4.0,1.0
BERAS,178.0,620.0,1,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,10.0,93.0,5.0,1.0
Restoran,62.0,79.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,0.0,4.0,2.0
Perdagangan,53.5,48.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,10.0,0.0,4.0,0.0
Jasa,37.0,64.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,6.0,0.0,2.0,2.0
Perdagangan,21.75,337.5,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,7.0,100.0,3.0,1.0
Kelontong,195.7,36.0,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.05,10.0,80.0,,0.0
Dagang Kelontong,207.0,258.02,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,187.0,6.0,0.0
Toko Klontong,257.5,243.01,4,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,235.0,6.0,0.0
Counter Pulsa,198.5,204.12,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,185.0,6.0,0.0
Toko Klontong,204.0,226.8,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.2,10.0,186.0,6.0,0.0
Pot Bunga,62.0,64.0,3,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,8.0,100.0,5.0,2.0
Bengkel,57.0,87.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,5.0,80.0,5.0,0.0
Toko Sepatu,33.0,130.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,4.0,95.0,5.0,0.0
Warung Kelontong,31.0,165.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,7.0,70.0,5.0,0.0
Warung Kelontong,73.0,175.0,2,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.1,8.0,165.0,5.0,0.0
Dagang Patung,26.0,155.0,2,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,2.0,0.0,3.0,3.0
Dagang Strawberry dan Tanaman Hias,162.6,12.0,4,Perdagangan dan Perawatan Kendaraan,3.0,0.0,0.1,3.0,95.0,2.0,0.0
Dagang Enceng Gondok,144.5,0.0,50,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,0.0,94.0,9.0,1.0
Dagang  Makanan Ternak dan Obat-obatan Ternak,178.0,0.0,2,Perdagangan dan Perawatan Kendaraan,1.0,2.0,0.05,0.0,412.0,7.0,0.0
Dagang Genteng,5.208,412.5,10,Perdagangan dan Perawatan Kendaraan,2.0,1.0,0.1,0.0,,5.0,0.0
Dagang jas dan dasi,56.5,24.5,1,Perdagangan dan Perawatan Kendaraan,1.0,1.0,0.3,10.0,0.0,4.0,0.0
Dagang Kopiah,3.5,46.5,2,Perdagangan dan Perawatan Kendaraan,1.0,0.0,0.5,,40.0,4.0,0.0
