Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 RATU,IKAN BANDENG,"136,99","536,4",3,2011,?pm=xNhx4CDXb3RNT45Gwj4L2w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 FORSITA,BANDREK,"76,35","47,5",8,2011,?pm=l60NMuEB6wOyTswh21EhQQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 AWAL PUTERA MANDIRI,SATE BANDENG,"114,5","590,4",6,2011,?pm=oIjcp3mdZoDr5PUN3OoUxQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 KELOMPOK IKHLAS,Kertas Daur Ulang,"173,6","17,3",10,2011,?pm=KEfphj0FLPxGGEnqXYjzGg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 KARYA MANDIRI,Pembuatan Kusen,"17,1","20,5",2,2011,?pm=wIz821cbire6SIa6eJWCeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Maju Jaya Collection,Pembuatan pakaian,588,450,5,2008,?pm=vDNGTdCHeNUSKxKY5oMfSg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Akor,Pembuatan furniture,"1.292,5",244,6,2008,?pm=8qdKFTrDIWqtpYUXhOCMXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Lancar,Pembuatan gypsum ,1.035,102,25,2008,?pm=fGzGMNgsK9REexUCOJMrYA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Toko Roti Mekkah,Pembuatan roti,"97,2",104,8,2008,?pm=QHpymq2YtWt61znGHPp3sw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD ARIS,Mesin,"1.791,8",624,14,2008,?pm=aplOKxHfRTOzwrhkIQgfKg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ripik Reformasi,Pembuatan keripik,203,135,4,2008,?pm=bpe50brcQ2XhS/VPyUl//A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Industri Makanan Kecil,Roti Tawar,109,109,6,2009,?pm=IUOIWiHFgsejnud0I4VfGQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Penjahit Siti Fatimah,Taylor,144,16,3,2012,?pm=a/ikLvplFFg1d156bXYmjg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 UD Salogang,Pembuatan Meubel,60,104,3,2008,?pm=WeItKT+hmwgNMf+IQWB8Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Irma Fashion,Pembuatan Pakaian,49,85,3,2008,?pm=i1ozCM9Xub9iZCyvj/9bJg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Penjahit Ariyani,Pembuatan Pakaian,75,86,3,2008,?pm=nbCSNleetyf3+EFixPJ3pw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Catering Melati,Pengolahan Makanan,263,7.500,60,2008,?pm=y/dqHROU3REMNNs0L9x7MA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Penjahit Rossa,Pembuatan Pakaian,313,"52,8",2,2008,?pm=xsT3cBRBcghEb1LqFobjNw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Saluyu Bordir,Pembuatan Bordir,27,60,4,2008,?pm=ME+OIfg4i1ST3OxiRNjb5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Penjahit UMMAT,Pembuat Pakaian,"511,2","9,8",2,2008,?pm=Ake1GsnTJ1eChR51pT+xmw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Penjahit Restu,Penjahit Pakaian/ Konveksi,"162,13","160,48",6,2011,?pm=qzm6tmX6aQ35CPouGEAZ9Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 CV . SUMBER REJEKI,MEUBEL JEPARA,567,360,9,2011,?pm=X/FZSq2E0P3DEzgyio/wbw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 USAHA SOFA INDI,KERAJINAN SOFA,92,600,6,2011,?pm=wwctBKNWtjEWnlUj5C5liw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Karya Agung,Bahan Bangunan,"374,6",168,5,2011,?pm=CLS6xmQ4Sozto36+AzyKBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Tyrex Sandal,Produksi Sandal,"73,5",89,4,2011,?pm=XQ6s5UtBBJ1R2cmvco7a6w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Putra,Produksi Tempe,19,296,2,2011,?pm=pOq2OnKdXLDrnNxSlb87+w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 PD SM,Produksi Makaroni,990,370,8,2011,?pm=MwzQc2SMFH5A0uIKmTHZrw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 SALON EVA,Salon,21,56,2,2011,?pm=I+TWhHqRgR0NjLv1qlkLvw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 PENGRAJIN KASUR,Kasur,5,48,1,2011,?pm=XGTuWwVQePvSu1LVfgRA5w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Pengolahan,Pengolahan Kayu,116,30,1,2009,?pm=xA3hSS6PIo3Hbs5PAjNXxw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Kerupuk Jangek Atuak,Kerupuk Jangek,97,"291,6",2,2009,?pm=1tgr7IqNWxPObqoVSjn4ew==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Kerupuk Mandiri,Usaha Kerupuk,"140,7","436,05",9,2009,?pm=LbLXvcSaLcHxQ2nR7jhPYQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Rendang Erika,Rendang,290,"127,5",8,2013,?pm=whZD8D44mqYcqcZ0MRHFTA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Satria Motor,Pembuatan Jok Motor / mobil,"27,5","46,2",5,2008,?pm=iYr1qe5e59oSiQZ5BbXARw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 DODOL NANAS KEMUNING,Menjual Dodol Nanas,303,32,12,2012,?pm=IXafh2srdvLT4lpl4sPxqQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
" Kue ""EKA RASA""",Kue Kering,50,50,3,2011,?pm=W75DCZ4viuDcR+LB/OzcUQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Wasiman,Gula Merah,38,26,1,2011,?pm=lLilTDw0OymTOfc1beSKIg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 TIANG MAS,Pembuatan Tiang Rumah dan Prasasti,"391,5",804,5,2008,?pm=kkXBGLnlWzmy7/zxWfw6hw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 LIO BATA 1,BATU BATA,114,144,6,2011,?pm=XbdYQ9YnbHG2FRaQf185ig==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 LIO BATA 2,GENTENG,113,72,8,2011,?pm=S+uNpjD8hpOFBNLg7cITYg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Pia Kacang,Pia Kacang,37,55,2,2012,?pm=YIfATnJJAZA2MNmmimSCig==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Meubel Petra,Marina Asri,131,525,6,2012,?pm=yt14qVNyFbCOe7j23hIVPg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Cahaya Transito,"Pabrik Tahu, Tempe",160,1.440,8,2012,?pm=Vns2YjkHZKTNu0GuEPehOQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Karya Jepara,Meubel,5.392,1.167,30,2012,?pm=qFYdpqaXlB2/sF/ngO3YCQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Sido Makario,Mie Basah,897,1.020,4,2012,?pm=iX/wxm0rgZvJthPnV/tezw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Lengkoan Jaya,Meubel,585,540,4,2012,?pm=1y+lvz1l6/dZI6Z9tk7iOA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 B. Dua,Kerajinan Tangan,213,825,6,2012,?pm=wUXk+wOw0KvPG93eoTO6WQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Hasta Indah-mansinam Art,Kerajinan Tangan,23,71,7,2012,?pm=Fsrqfwl8ClcShYohJ2t2UA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Depot Air Minum Aqua Jaya,Depot Air Minum,122,204,2,2012,?pm=usfTAGD+4aJ6fJ1eZv0SwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 MARJAN BUEN,JUAL KUBUR JADI,23,42,2,2013,?pm=hIlcc2GKM3V23LMtSLF+Bw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Cuwo jaya Gypsum,Pembuatan Gypsum,47,125,10,2008,?pm=K+Ye7w+EPEVqidmMLFdutg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Gypsum,Pembuatan Interior Gypsum,162,405,20,2008,?pm=Hi/sn46yQHiU9yHLbzp0dQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wahyu Jok Motor,Pembuatan Jok,"10,6",79,1,2008,?pm=9h69LMtrPAFR3SMyrTvz/g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Tahu Tempe Ahmad,Produksi Tahu Tempe,85,72,3,2011,?pm=dnofoMtBtmIK/CbwZwuoZQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 USAHA BETON SAHRONI RAHMAN,Pengerajin Beton,181,58,2,2012,?pm=vk/iDvBTWIK3Zeqj4L4Rbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KAYU PROFILE SURIADI,Kerajinan Kayu Profile,385,70,3,2012,?pm=dyyuZ7V6ds+oyEwDs4/WmA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 RAHAYU INDUSTRI MAKANAN RINGAN,Makanan Ringan,146,105,30,2012,?pm=iIPHZaKTrs3njKgqOO/WmQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
" KERUPUK UDANG ""KHAIRA""",Pembuatan Dan Penjualan Kerupuk,80,245,30,2012,?pm=nVnkhOTiw2GOvjHoKmxPag==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 TOKO PUPUK H. ALIMUDIN,Pengecer Pupuk,493,61,2,2012,?pm=1EUE4JFIX1ZHLrT1+lXayg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 CITRA DEMAJAR,Kerupuk,232,116,18,2012,?pm=WE6LlEVqxaFwwLUKPcRRyA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Iwan Perabot,Pembuatan Furniture,"39,5",100,3,2008,?pm=wuVtdkPFxomZ0yx39r3Hrg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Marinda Shoes,Pembuatan Sepatu dan sandal,"123,39","142,5",5,2008,?pm=QwvOvGIcxuiuUeeHZm7gvw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pabrik Keripik Tempe Riang,Industri Keripik Tempe,95,12,1,2012,?pm=nTVti5v23SYVD0wYGb1FaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 HARAPAN,KERAJINAN PANDAN,"121,95","113,1",26,2011,?pm=KYiZ8mEqHaHikGfGh5zoUw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 PAK BOO,KERAJINAN KERANG,"120,09",98,4,2011,?pm=gJ5zsqmTN6TMkvH4tQTcoA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 PEMBUATAN BOIS ,PEMBUATAN BOIS ,289,204,4,2012,?pm=2bXFSFLzaF6ApbA401aQIw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 MEBEL SUWARNO ,PEMBUATAN MEBELAIR,77,300,3,2012,?pm=WRA5OvXcQ2YfvHCcoMEELQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 PEMBUATAN TELA CIRARI,PEMBUATAN TELA PRESS,150,864,8,2012,?pm=Y5BeNreju9fjtdyZM2H5WQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Maju Rahayu,Pembuatan Souvenir,"125,5","55,5",13,2008,?pm=AISiBUy0FidCeMvaB6Ow0w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Peyek Kacang dan Kedelai ""Sido Maju""",Pembuatan Peyek kacang dan Kedelai,"118,3",1.179,16,2008,?pm=jaAySeWy6hfwURtVXk1O5g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bejo Bejan,Pembuatan Kipas Kulit,"125,75","46,5",12,2008,?pm=TUlAQ/o8UKtqsXLdPF/7Qg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Barjo Craft,"Pembuatan Patung gajah, pot ukiran gajah",151,284,15,2008,?pm=mfBIjhY7+gVHpNzvBIDuCg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ngadiman Craft,Pembuatan Pot dan Vas,"123,75",72,2,2008,?pm=FBlAA/b7mrWRJ74eAfiCqw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Pengrajin kuningan ""Angudi Mulyo""",Pembuatan Kerajinan Kuningan,"149,25",48,5,2008,?pm=5aLdEIEotewnU2HC9sbyAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Glenter Keramik,"Pembuatan Kendil, guci, pot","233,5",120,7,2008,?pm=jzZMX9VVsfbiPtfUj9jrXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Otak-Otak Lilisdawati,Otak-Otak,0,0,3,2012,?pm=PzGMo86sPLwpAz1sHyzsJg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kerupuk Suroso,Pembuatan Kerupuk,0,0,2,2012,?pm=NCM6c11jwFcS7SqRilUSww==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Es Buah Rumput Laut Ibu Wiwik,Es Rumput Laut,0,0,1,2012,?pm=K/ZUjXftgfaHILL25MYJTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Gorengan Giatin,Gorengan,0,0,4,2012,?pm=Iqc0tcY2i9tbIKfuHNrlWA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kue Pukis Rohyadi,Pukis,0,0,1,2012,?pm=C9NRtFbH+5XP6vnmvdRPbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Otak-Otak Suratun,Otak-Otak,0,0,2,2012,?pm=jEVK/98V0SGx8R90PP8VjA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kerupuk Sariah,Kerupuk,0,0,2,2012,?pm=1SbbYb8OEPKjt2EjlCzBMA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 B Joss Juice,Jus Buah,0,0,1,2012,?pm=Sjx91uqyBlob9ezKsdkS7A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Keripik Arjon,Keripik Ubi,0,0,4,2012,?pm=FQSWmfvQ2DuDBCDBOzTmaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Kedai Kopi Penyengat,Jual Kue,0,0,4,2012,?pm=bfOuYcNpwoeNwLH6t28FAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Otak-Otak Endang,Otak-Otak,0,0,1,2012,?pm=NmZ47Pi4/t6jRRtwzfWiMA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Lindy,Percetakan,0,0,1,2012,?pm=P0aRnYEtll60MyE8qH2ZrA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Sumber Rezeki,Kerupuk,0,0,18,2012,?pm=SnXG3bGCTfR4V6wPb6oG0g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Rosnita MT Brownis,Brownies,0,0,2,2012,?pm=AZ5ARE8GV+ma4hkTVOnkfA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Taanaman Hias Bu IT,Pembuatan Jok Mobil,"394,5",240,2,2008,?pm=TYyM5cKuLWufoHzgZYtWww==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Warung Babe,Pembuatan Furniture,"366,65",1.500,10,2008,?pm=qMxW6BZFYN+9j/qrFb8KhQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 CV. Arjuna Advertising,Pembuatan Paving Blok ,115,156,7,2008,?pm=xFzAcBq/gTpOHe9VRPnvzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Karya Prima,Pembuatan kerajinan rotan,296,96,2,2008,?pm=hw0r85qG0LJI/KXN2iK57Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 CV. Rita Karya Utama,Pembuatan Terali Besi,291,600,12,2008,?pm=0RmJG0au3iVAs6/kDjVZOg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cahaya Dunia Taylor,Pembuatan Pakaian,"311,8",90,3,2008,?pm=F0ZnAT5ORh3OWz/v0FeTYg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 PERCETAKAN HIKMAT,Percetakan,"13,5",288,1,2011,?pm=n1ALTiPb6cok8mgPREIzXQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 PRODUCTION HOUSE IWAN,Production House,"19,5",36,2,2011,?pm=fGcilx1UJPxV5FCIhvFi5Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Rizal Bata,Industri Bata,"79,4",48,6,2012,?pm=zAu7dzDXQyd4kw8N0/VoUA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Perusahaan Kerupuk Halimah,KERUPUK,"9,12","18,4",5,2012,?pm=QIeAJBp2jD57mPoYIzEaCg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 PERUSAHAAN KERUPUK INAK MISAH,KERUPUK,"45,65",297,20,2012,?pm=maYMiJK+RBHRd0tSy0Gdtg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 ANEKA CAMILAN ANDINI,KERIPIK,"32,5",270,8,2012,?pm=2PDTxjcFXrTM92/j/39RIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 ASYQIYA,KERIPIK UBI,61,132,12,2012,?pm=OfZPS2ACybd+7qjgA/gE0w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KERUPUK IKAN TENGIRI,KERIPIK IKAN TENGIRI,"252,8","43,2",2,2012,?pm=9fvtLy+J/XnvgYUz793tgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KERUPUK IBU EMI,KERUPUK,"14,66","364,5",2,2012,?pm=lTGS1yC1AFlSKsfH6qqi6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KERUPUK  IBU SAFAAH,KERUPUK,"40,08",114,2,2012,?pm=HM9d6287t7zpyKKbq9M+uQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KERUPUK BERAS IBU HASIDAH,USAHA KERUPUK BERAS IBU HASIDAH,"16,25","16,75",1,2012,?pm=+2fBpJFeUAYp4yrzd9NYTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 ULAN ARTSHOP,TOPENG KAYU,"57,08",279,9,2012,?pm=EwYGvIjLCxfhG2sdnn/EAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA GENTENG PAK SADIRAH,PENGERAJIN GENTENG,"15,84","43,2",5,2012,?pm=wIlTf/ldGTTv2rTqO2dUDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 KERUPUK SARI MISNAH,KERUPUK,139,114,15,2012,?pm=W8R+/AMApWIAF5YDgc5ZYQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Rempeyek Mbah Hadi,Pembuatan Peyek kacang ,"79,8","1.555,2",19,2008,?pm=G7xLwPyCXlfIQIBzwSe6uA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rempeyek kacang Mbah Harjo,Pembuatan Peyek kacang,"126,6","1.432,08",16,2008,?pm=B/0inI3t8dDetm0mSnH2Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Rempeyek ""Rahayu""",Pembuatan peyek kacang dan peyek kedele,"80,25","336,96",4,2008,?pm=dyG5vWBTrwYPbl/eFVYUqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rempeyek Kacang Wahtomo,Pembuatan Peyek Kacang,"121,75","1.263,6",15,2008,?pm=ZuUDp/DdSx/PRIpCGAmP+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Rempeyek Kacang ""Mbah Sastro""",Pembuatan Peyek Kacang,"148,72","1.283,04",14,2008,?pm=Ndv4nTGXocT8fBl4rpc/cQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Industri Tahu,Tahu,146,365,6,2012,?pm=E7R77R6NOhnKW8tsOBk5ZA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Industri Bata,Bata,122,39,3,2012,?pm=I+mP83wLF9EzG2hFx7PnZQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Industri Genteng,Genteng,120,105,4,2012,?pm=l1qS7I2Al8KGeAqy65FpiA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Klanting Agus,Industri Klanting,107,"89,1",17,2012,?pm=uqhx5PeXG6n9afRV5A0JMQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Ahmad Genteng,Industri Genteng,129,"49,5",3,2012,?pm=P5buk1pjw/ryIJD/oouugw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Sentra Keripik Dan Gula,Gula Aren,119,166,2,2012,?pm=CpYEaISvw1xdMGtT8eBS5A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Meriyanti Bata,Bata,"65,4","42,3",3,2012,?pm=KibCpxa5ovhq4wfx5olR4Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Bata Warsito,Bata,133,48,6,2012,?pm=wO1NbSrGsVy1w0KgXEItKg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batu Bata,611,"98,4",4,2012,?pm=BatlayF9pJa9dgOB6Spacg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batu Bata,157,"73,8",3,2012,?pm=MBx88A7hEzxjaaOw33Mhnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Batu Bata Jumbo,Batu Merah,"558,5",81,3,2012,?pm=u92E0Ol0SkCgj5G8Mj5eOQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Batu Bata Jumbo I,Batu Merah,"42,75",81,2,2012,?pm=wNGud2+zQJ6NgidXVGns9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Vanes Aluminium,Aluminium,"62,65",74,1,2014,?pm=JxE6njnssG7ghuQ+Kb/M+Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Tempe,Tempe,"389,4","24,67",1,2014,?pm=eoE02+k+h70c/h79pJ8/ow==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kue Lina,Penjualan Kue Basah,"20,59",45,1,2014,?pm=eCai5IReggHoSIEEM1H+Uw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kerrupuk Singkong Sari Jaya,Pembuatan Kerupuk Singkong,"318,7","57,6",3,2014,?pm=48KIeaMemwJuPCVmAMisbw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Usaha Ayam Potong,Pedagang Ayam Potong,"69,2",87,2,2014,?pm=whmmGm0cjxxaY5/cHN710Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Industri Pengolahan Tahu Tela,Tahu Tela,"26,34","86,4",1,2014,?pm=sG1KmAj3PZJNJpm5LNpngQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Gorengan Nisah,Pengolahan Pisang,"6,03",9,2,2014,?pm=92rCLN9Viu+IIJxDruohqA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Cimi-Cimi Rumput Laut,Cimi Cimi Rumput Laut,"23,9","62,4",1,2014,?pm=aPa3PqFpHbEqev2oc5XMmw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Nuget Sehat Sayur,Nuget Sehat Sayur,"25,35",60,1,2014,?pm=AD+A/OCBKchxoA5kLGsdDw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 M H Snack (Krupuk Ikan Tengiri),Snack Krupuk,25,48,4,2014,?pm=eZF0sC0vUu53ktbuN5YXyQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Perintis Jaya,Pabrik Batako,"424,5","1.357,2",4,2014,?pm=n8Kkb5bu4OMfX3+QtqcLxg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kopra Elianor,Kopra,31,10,5,2014,?pm=Vxko3sNQKSpR9eMOhP0hDA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Usaha Pembuatan Tempe,Pembuatan Tempe,"79,05",10,3,2014,?pm=RMmBPWuG3f5DPod80bc4Eg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
